 0.0000000e+00  1.0098920e+00
 1.2207031e-04 -6.2251426e-01
 2.4414062e-04 -2.5348963e-01
 3.6621094e-04 -1.1732450e-01
 4.8828125e-04  2.3141972e-01
 6.1035156e-04 -1.4249739e-02
 7.3242188e-04  1.1692826e+00
 8.5449219e-04 -8.7260957e-01
 9.7656250e-04  3.0669987e-02
 1.0986328e-03  2.3928949e-02
 1.2207031e-03  1.6074359e+00
 1.3427734e-03 -8.2912705e-02
 1.4648438e-03 -3.5914551e-01
 1.5869141e-03 -4.4432116e-01
 1.7089844e-03  9.8288152e-01
 1.8310547e-03  1.0346102e+00
 1.9531250e-03 -1.2955096e+00
 2.0751953e-03  8.7890114e-01
 2.1972656e-03 -8.4956182e-02
 2.3193359e-03 -9.2750670e-01
 2.4414062e-03  1.1463022e+00
 2.5634766e-03 -9.1875660e-02
 2.6855469e-03 -1.2675141e+00
 2.8076172e-03 -1.0783008e+00
 2.9296875e-03  3.5140548e-01
 3.0517578e-03 -5.4403805e-01
 3.1738281e-03  9.8340579e-01
 3.2958984e-03 -1.2169094e+00
 3.4179688e-03 -1.0339368e+00
 3.5400391e-03 -1.4908612e+00
 3.6621094e-03 -3.0912990e-02
 3.7841797e-03 -2.4339722e+00
 3.9062500e-03 -7.0774809e-01
 4.0283203e-03  3.1976366e-01
 4.1503906e-03 -1.6132263e+00
 4.2724609e-03  1.5914147e+00
 4.3945312e-03 -1.0777380e+00
 4.5166016e-03 -1.6947748e+00
 4.6386719e-03 -1.7682355e+00
 4.7607422e-03 -1.9172524e+00
 4.8828125e-03  8.1552096e-01
 5.0048828e-03 -1.0560870e+00
 5.1269531e-03  1.8064320e+00
 5.2490234e-03 -1.4097674e+00
 5.3710938e-03  6.4889926e-01
 5.4931641e-03 -2.8377108e-01
 5.6152344e-03 -1.7618759e-01
 5.7373047e-03 -2.1075194e-01
 5.8593750e-03  3.3288075e-01
 5.9814453e-03 -2.0000095e-01
 6.1035156e-03  1.8869196e+00
 6.2255859e-03  3.6232791e-01
 6.3476562e-03 -6.1777262e-01
 6.4697266e-03  2.6200423e+00
 6.5917969e-03 -1.4218550e+00
 6.7138672e-03  9.0214549e-01
 6.8359375e-03  5.8819332e-01
 6.9580078e-03  5.8176669e-01
 7.0800781e-03 -9.4862385e-02
 7.2021484e-03 -3.5896427e-01
