-4.0960000e+03 -1.1540515e-123  0.0000000e+00
-4.0950000e+03 -4.1314048e-124  1.3024998e-124
-4.0940000e+03  1.2704643e-123 -1.9534041e-123
-4.0930000e+03  1.5800616e-123 -1.6905785e-123
-4.0920000e+03  1.5316507e-123  2.8884450e-123
-4.0910000e+03  1.7417534e-123 -4.7047343e-124
-4.0900000e+03  1.2018730e-123 -1.1245290e-123
-4.0890000e+03 -4.8221457e-123  3.3148316e-124
-4.0880000e+03 -1.0198788e-123  4.1758164e-123
-4.0870000e+03  7.1803400e-123 -3.9771603e-123
-4.0860000e+03 -5.3345657e-123  9.6806457e-123
-4.0850000e+03 -3.3646436e-123  2.6985454e-124
-4.0840000e+03  5.9064071e-123  3.3280835e-123
-4.0830000e+03  9.3680962e-123 -4.5257935e-123
-4.0820000e+03  6.6065100e-124 -5.2952512e-123
-4.0810000e+03 -6.9507133e-123  6.4928858e-123
-4.0800000e+03  2.1772456e-122  5.3558780e-123
-4.0790000e+03  2.2275159e-122  1.8472003e-122
-4.0780000e+03  2.1685361e-122 -2.1463490e-122
-4.0770000e+03  1.3101595e-122 -1.5904090e-122
-4.0760000e+03 -1.6794492e-122 -4.8358711e-122
-4.0750000e+03  5.0515562e-122 -1.5660830e-122
-4.0740000e+03  5.7611944e-122 -7.4914168e-123
-4.0730000e+03 -6.2865684e-122 -3.6484772e-122
-4.0720000e+03  7.4797406e-122  2.4487357e-122
-4.0710000e+03  1.0124545e-121  1.4342356e-121
-4.0700000e+03  9.1129935e-122  7.6428997e-122
-4.0690000e+03 -6.2325501e-122  9.5239208e-122
-4.0680000e+03  1.3681699e-121 -5.7657850e-122
-4.0670000e+03  1.5831274e-121 -7.2017693e-122
-4.0660000e+03  1.5416917e-121  1.8493282e-121
-4.0650000e+03 -3.7552895e-122  2.0183802e-121
-4.0640000e+03 -1.8400860e-121  4.5941957e-121
-4.0630000e+03 -7.0616774e-122  7.9386816e-122
-4.0620000e+03 -1.8343548e-122  3.8481035e-122
-4.0610000e+03 -3.5508749e-121  4.5726857e-121
-4.0600000e+03 -4.0264647e-121 -7.7920188e-121
-4.0590000e+03  3.2896181e-121 -1.0914629e-121
-4.0580000e+03 -3.7733849e-121 -4.4163122e-121
-4.0570000e+03  6.2915653e-121 -9.8785025e-121
-4.0560000e+03 -8.8500968e-121  5.0840010e-121
-4.0550000e+03  1.5189851e-120 -1.5887916e-120
-4.0540000e+03 -4.5220117e-121  1.4340928e-121
-4.0530000e+03 -1.4032874e-120  2.9758279e-121
-4.0520000e+03 -9.9519397e-121  2.7176709e-120
-4.0510000e+03 -5.3080296e-121  1.0841626e-120
-4.0500000e+03 -7.0507405e-120 -5.3070771e-120
-4.0490000e+03  5.6265873e-121 -4.2419626e-121
-4.0480000e+03  4.3816901e-120  2.5752745e-120
-4.0470000e+03 -2.8449892e-120 -8.5433086e-120
-4.0460000e+03  3.7070853e-122 -1.3717824e-120
-4.0450000e+03 -1.2988356e-119 -1.3198941e-119
-4.0440000e+03 -1.0760101e-119 -9.1137964e-120
-4.0430000e+03 -1.5643009e-119 -1.0513063e-119
-4.0420000e+03 -3.0696387e-120 -9.5987277e-120
-4.0410000e+03 -2.7742153e-119 -8.6775429e-120
-4.0400000e+03 -3.6967275e-119 -5.7362584e-120
-4.0390000e+03  3.1043388e-119 -2.3496277e-119
-4.0380000e+03 -3.8085788e-119 -1.3999085e-120
-4.0370000e+03  4.5964106e-119  2.9022361e-119
-4.0360000e+03  3.1190992e-120 -3.2011663e-119
-4.0350000e+03  1.0876148e-118 -2.8665411e-119
-4.0340000e+03 -2.3731118e-119  5.6217203e-119
-4.0330000e+03  2.4249057e-119  1.7946106e-118
-4.0320000e+03  5.7606600e-119  4.6283858e-119
-4.0310000e+03 -8.4204059e-119  2.0606087e-118
-4.0300000e+03 -4.1284394e-119  6.5107005e-119
-4.0290000e+03  3.8771922e-119 -1.6199444e-118
-4.0280000e+03  3.5301809e-119 -3.5828305e-118
-4.0270000e+03 -7.7617101e-120  2.1947354e-118
-4.0260000e+03 -3.1937386e-119 -1.3323083e-119
-4.0250000e+03  3.8572485e-118  1.9180340e-118
-4.0240000e+03  4.3332253e-118 -9.8106370e-119
-4.0230000e+03  3.6104686e-118 -2.0779965e-118
-4.0220000e+03 -1.1091451e-118  8.0388588e-118
-4.0210000e+03  7.2357740e-119 -3.1657287e-118
-4.0200000e+03  2.1960430e-119 -7.3142385e-118
-4.0190000e+03  1.2480655e-117 -1.0853861e-117
-4.0180000e+03  8.4434030e-118 -1.6489475e-117
-4.0170000e+03  2.6175411e-118  1.8160215e-117
-4.0160000e+03 -4.3669147e-117  5.0824132e-118
-4.0150000e+03 -3.8475947e-117 -2.3925782e-117
-4.0140000e+03  2.8887602e-117 -3.8733877e-117
-4.0130000e+03 -9.8989672e-119  2.9476746e-117
-4.0120000e+03  3.3344012e-117  5.3436385e-118
-4.0110000e+03  1.7562623e-117  5.7272168e-118
-4.0100000e+03 -3.2337895e-117  4.3478826e-117
-4.0090000e+03  7.4397564e-118 -4.7514008e-117
-4.0080000e+03  3.7513043e-117  5.6439429e-117
-4.0070000e+03 -4.0450603e-117  8.4600327e-118
-4.0060000e+03  1.1701788e-116  1.2723918e-117
-4.0050000e+03 -1.3474061e-118 -1.1864415e-116
